COG,num_ORFs_begin,average_ORF_length,raw_alignment_length,num_ORFs_in_tree,trimmed_alignment_length,num_iterations,num_events,earliest_event_type,left_date,mid_date,right_date,exit_status,time_stamp
COG5337,251,740.6693227091633,21438,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-17_12:51:27
COG5520,158,689.7784810126582,21214,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-17_13:02:25
COG5597,14,404.2857142857143,1394,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-17_13:31:08
COG5632,60,396.78333333333336,6142,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-17_14:45:38
COG1202,21,690.5238095238095,1461,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-19_20:18:40
COG2946,4,351.0,459,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_02:14:01
COG2965,9,107.88888888888889,131,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_02:14:39
COG3024,112,68.17857142857143,249,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-01-20_02:51:27
COG3050,1,136.0,137,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_02:52:07
COG3057,3,147.66666666666666,186,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_02:52:44
COG3120,1,155.0,156,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_03:43:08
COG3141,10,100.4,158,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_03:43:47
COG3569,63,463.2857142857143,3284,19,599,103,18,spe,1257.45,1257.45,1257.45,everything_successful,2025-01-23_19:53:55
COG3598,125,472.952,5001,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_12:16:41
COG3611,19,445.89473684210526,651,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_12:17:21
COG3723,20,302.85,561,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_14:17:58
COG3743,124,406.85483870967744,11479,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_14:21:47
COG3780,2,287.5,306,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_14:22:33
COG3923,2,194.0,217,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_19:28:58
COG3972,37,550.2972972972973,2367,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_20:22:13
COG4047,11,292.6363636363636,736,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_21:29:49
COG4083,18,246.66666666666666,507,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_21:30:30
COG4098,56,613.2142857142857,2578,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_21:31:37
COG4199,44,594.1136363636364,1322,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-20_21:32:29
COG4389,10,677.1,812,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-21_01:03:33
COG4570,59,177.40677966101694,1336,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-21_01:58:58
COG4646,54,1219.9814814814815,7185,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-21_03:28:32
COG4817,16,142.5625,333,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-21_03:29:20
COG4998,6,207.66666666666666,275,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-21_08:15:23
COG5055,28,437.5357142857143,2706,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-21_08:17:03
COG1423,54,332.77777777777777,1885,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-21_22:48:16
COG1369,31,130.25806451612902,298,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-23_02:18:57
COG1374,10,164.4,232,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-23_03:24:41
COG1383,68,83.80882352941177,227,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-23_03:26:54
COG1499,78,223.74358974358975,725,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-25_06:37:47
COG2988,48,315.9583333333333,785,16,391,200,41,spe,2511.255,2511.255,2511.255,everything_successful,2025-01-22_18:48:17
COG3048,12,447.4166666666667,510,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-27_00:36:33
COG1552,52,72.86538461538461,895,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-01-28_09:47:26
COG1571,88,350.70454545454544,909,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-28_09:49:01
COG1591,53,141.96226415094338,404,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-29_10:55:05
COG1630,11,353.45454545454544,595,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-29_11:27:54
COG1637,121,282.54545454545456,1805,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-01-29_11:29:25
COG4161,2,246.5,253,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-03_18:59:22
COG1588,68,94.52941176470588,332,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-04_00:19:50
COG3700,6,203.16666666666666,288,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-04_06:41:39
COG1676,100,211.85,1750,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-05_17:35:15
COG0500,73,252.75342465753425,1988,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-07_18:45:30
COG1717,81,163.64197530864197,600,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-08_06:44:55
COG4915,13,258.46153846153845,595,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-08_16:52:57
COG3006,2,437.5,445,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-08_22:46:57
COG5238,8,1965.0,3817,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-09_05:52:21
COG1925,499,110.29659318637275,7010,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-09_05:59:37
COG3947,69,441.05797101449275,4281,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-09_06:06:39
COG1813,160,273.15,4673,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-09_17:38:36
COG1818,43,228.2093023255814,580,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-09_17:39:49
COG3456,51,412.37254901960785,2531,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-10_00:27:15
COG4413,27,532.074074074074,1036,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-10_03:01:56
COG3847,192,62.859375,269,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-10_11:51:39
COG3074,26,536.0384615384615,1955,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-11_12:06:00
COG3095,2,231.0,240,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-11_15:04:50
COG3096,22,571.4090909090909,2326,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-11_15:06:13
COG3115,72,371.2083333333333,3882,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-11_15:08:08
COG3147,261,437.95402298850576,14186,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-11_19:01:08
COG3266,152,592.328947368421,11323,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-11_19:15:31
COG5295,27,1127.3703703703704,8446,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-11_21:50:28
COG3660,105,384.03809523809525,1630,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-12_03:06:07
COG3827,51,321.3137254901961,5601,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-12_03:07:57
COG1263,15,424.6666666666667,903,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-12_09:23:04
COG1264,116,435.63793103448273,1481,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-12_09:24:37
COG1299,16,341.375,489,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-12_09:26:12
COG1445,46,390.2826086956522,1086,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-12_12:17:44
COG4326,27,253.96296296296296,420,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-12_13:47:04
COG4477,9,531.3333333333334,999,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-12_13:48:20
COG4839,29,144.3448275862069,298,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-13_01:37:08
COG5185,9,598.8888888888889,1555,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-13_01:40:02
COG5279,75,475.94666666666666,5958,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-13_01:43:57
COG5404,8,200.875,304,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-13_03:33:48
COG0069,364,482.74175824175825,6312,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-13_19:07:56
COG4812,12,254.33333333333334,376,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-14_06:37:58
COG4816,38,243.42105263157896,622,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-14_06:39:12
COG5630,11,364.0,554,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-14_16:00:55
COG0028,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-14_16:09:31
COG4085,11,500.54545454545456,1721,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-19_16:55:06
COG5180,4,767.25,1132,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-19_16:56:27
COG5186,12,426.1666666666667,1464,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-19_16:57:57
COG2036,97,73.6082474226804,393,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-19_17:00:45
COG5531,66,196.8030303030303,3005,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-19_17:02:26
COG1626,92,532.4782608695652,4553,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-20_21:26:10
COG1944,119,513.2941176470588,3248,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-22_00:19:27
COG1997,87,138.5632183908046,2317,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-23_02:12:52
COG1998,77,79.83116883116882,582,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-23_02:14:11
COG2004,90,168.36666666666667,1517,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-23_02:16:56
COG2042,57,193.3684210526316,858,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-24_20:44:43
COG2051,140,158.17857142857142,3297,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-24_20:46:55
COG2053,82,73.58536585365853,198,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-24_20:48:09
COG2075,83,105.12048192771084,840,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-25_09:54:58
COG2092,59,89.38983050847457,172,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-25_09:56:01
COG2117,15,219.6,375,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-25_12:22:00
COG2125,87,152.41379310344828,802,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-25_17:40:36
COG2126,62,87.95161290322581,650,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-25_17:41:52
COG2136,27,203.4814814814815,407,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-25_17:43:07
COG2157,44,76.25,196,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-26_14:30:16
COG2167,50,52.94,139,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-26_20:34:03
COG2174,29,101.79310344827586,262,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-26_20:35:17
COG2260,56,326.60714285714283,2228,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-27_06:44:04
COG2419,8,331.25,415,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-29_06:34:13
COG2428,13,194.23076923076923,308,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-29_06:35:26
COG2451,24,96.0,203,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-02-29_06:36:44
COG2501,141,76.7517730496454,723,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-02-29_06:37:59
COG1732,188,349.01063829787233,1578,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-02_08:08:52
COG2074,46,336.32608695652175,1769,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-03_18:21:29
COG1987,321,90.19314641744548,476,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-03-05_10:14:06
COG2892,27,82.14814814814815,133,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-03-05_11:19:50
COG3144,174,510.6896551724138,6230,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-05_22:49:17
COG3351,9,266.55555555555554,729,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_04:58:00
COG3352,4,254.25,409,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_04:58:44
COG3353,6,139.0,161,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_04:59:29
COG3354,6,148.5,167,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_05:00:09
COG3430,18,160.66666666666666,345,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_05:00:55
COG3539,11,205.8181818181818,473,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_05:01:38
COG3036,3,63.0,73,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_10:24:49
COG3041,178,87.46067415730337,285,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-03-06_10:26:10
COG3076,2,213.0,310,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_10:27:25
COG3078,1,172.0,173,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_10:28:34
COG3101,11,203.8181818181818,319,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_10:29:45
COG3129,18,366.8888888888889,1086,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_10:30:55
COG3130,8,64.375,82,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_10:32:09
COG3231,16,275.625,692,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_10:33:19
COG5442,26,128.6153846153846,222,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-06_11:09:57
COG2213,13,475.3076923076923,538,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-08_12:26:47
COG2342,48,364.4166666666667,2856,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-12_23:18:00
COG2376,141,301.0851063829787,1273,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-12_23:20:05
COG1041,329,377.75683890577506,5566,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-14_19:05:19
COG3277,33,87.0,188,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-03-17_19:34:17
COG3642,189,297.3492063492063,5917,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-19_08:51:48
COG3719,18,240.83333333333334,468,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-19_08:52:52
COG4080,13,151.07692307692307,179,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-19_09:24:14
COG4088,7,235.57142857142858,315,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-19_09:25:19
COG4352,20,193.8,1418,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-20_23:00:04
COG4694,66,656.4545454545455,2143,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-21_16:26:07
COG4725,58,271.5344827586207,1862,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-21_16:27:49
COG4901,14,116.21428571428571,300,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-21_18:54:12
COG4919,18,56.333333333333336,70,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-21_18:55:18
COG4937,13,410.38461538461536,730,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-21_18:56:41
COG5271,92,1354.1304347826087,27145,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-23_01:24:53
COG5324,7,747.2857142857143,981,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-23_01:26:01
COG5459,59,354.22033898305085,1779,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-23_01:28:41
COG1308,150,121.64,715,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-26_01:59:23
COG1318,36,166.47222222222223,418,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-26_02:01:31
COG1356,16,140.125,175,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-26_02:03:49
COG3405,71,673.7042253521126,11464,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-29_01:01:50
COG0856,16,197.0,233,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-29_23:55:49
COG3469,35,544.5428571428571,3945,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-03-30_20:02:58
COG1424,20,273.65,669,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-04-17_11:28:35
COG1441,15,308.6666666666667,413,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-04-17_14:47:59
COG1865,58,324.51724137931035,1100,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-04-26_13:35:24
COG2104,462,87.91774891774892,2080,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-05-18_19:04:23
COG3172,71,324.5774647887324,833,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-27_11:40:25
COG3445,1,127.0,128,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-27_13:24:55
COG3585,152,121.78947368421052,1539,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_02:20:54
COG3840,13,243.0,544,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_03:59:29
COG4054,18,392.8333333333333,475,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:09:13
COG4055,12,156.16666666666666,198,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:10:01
COG4056,11,203.0909090909091,231,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:10:42
COG4057,15,259.4,308,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:11:33
COG4058,17,490.94117647058823,673,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:12:20
COG4059,9,267.1111111111111,334,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:13:04
COG4060,8,252.25,333,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:13:49
COG4061,8,271.0,333,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:14:35
COG4062,7,106.71428571428571,119,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:15:23
COG4063,41,255.82926829268294,1074,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:16:10
COG4064,4,74.25,84,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:16:54
COG4138,1,246.0,247,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:17:37
COG4139,4,284.75,364,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_05:18:18
COG4218,3,71.66666666666667,80,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_06:20:43
COG4256,20,65.1,111,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-05-28_06:21:27
COG1133,15,338.73333333333335,477,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-06-12_00:33:01
K15864,27,570.2222222222222,870,26,592,181,27,spe,1937.9499999999998,1937.9499999999998,1937.9499999999998,everything_successful,2024-07-01_12:51:42
K04561,101,641.2376237623762,964,62,781,102,85,hgt,2518.685,2340.0375,2161.39,everything_successful,2024-07-01_12:53:08
K02567,69,818.6376811594203,1779,62,905,136,91,spe,2803.71,2803.71,2803.71,everything_successful,2024-07-01_12:53:40
K00370,111,1078.972972972973,1666,87,1405,126,117,spe,3066.185,3066.185,3066.185,everything_successful,2024-07-01_12:57:06
K03385,70,469.9142857142857,840,47,552,146,69,hgt,3066.185,2905.1575000000003,2744.13,everything_successful,2024-07-01_12:57:50
K00372,143,767.6503496503497,1906,35,952,141,71,hgt,2422.145,2252.44,2082.735,everything_successful,2024-07-01_13:02:01
K00376,60,663.5666666666667,1030,58,746,187,86,spe,2109.45,2109.45,2109.45,everything_successful,2024-07-01_13:07:30
K00362,288,536.1875,2571,71,834,137,121,hgt,2722.52,2526.505,2330.49,everything_successful,2024-07-01_13:09:44
COG4837,9,104.55555555555556,122,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-11_22:19:25
COG3207,1,252.0,253,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-12_03:45:59
COG4935,387,881.1834625322997,66043,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-12_06:16:33
COG5078,46,191.34782608695653,1061,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-12_06:17:52
COG5160,1,540.0,540,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-12_06:18:37
COG5206,13,421.53846153846155,969,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-12_06:19:59
COG3320,196,697.6020408163265,12465,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-12_12:57:35
COG5380,4,316.25,396,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-12_14:29:59
COG3433,26,1305.3076923076924,14157,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-12_20:16:30
COG3479,4,172.25,190,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-12_23:56:47
COG3960,11,526.0,655,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-14_05:53:23
COG4829,14,117.28571428571429,287,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-16_11:58:26
COG5494,4,214.0,291,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-16_13:40:59
COG5533,11,759.6363636363636,2854,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-16_13:41:47
COG5549,131,320.7709923664122,4675,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-16_13:43:28
COG5580,20,155.5,506,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-16_15:13:26
COG5661,7,209.0,400,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-16_17:00:17
COG4910,21,163.38095238095238,219,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-16_19:38:44
COG5529,14,369.85714285714283,2689,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-16_21:54:51
COG5554,30,68.3,76,NA,NA,NA,NA,NA,NA,NA,NA,less_than_100_alignment_len,2024-07-16_21:55:32
COG0474,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_03:10:35
COG0569,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_03:11:39
COG2382,278,402.76258992805754,10936,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_03:23:11
COG3303,193,464.5854922279793,7128,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_03:27:27
COG3420,461,612.7310195227766,41723,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_05:56:10
COG3443,6,417.5,740,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_05:56:49
COG3720,18,346.72222222222223,684,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_05:59:07
COG3721,12,169.66666666666666,539,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_05:59:58
COG3965,18,304.44444444444446,368,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_06:00:56
COG4150,6,337.0,348,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_06:02:17
COG4362,13,503.9230769230769,1407,NA,NA,NA,NA,NA,NA,NA,NA,less_than_20_ORFs,2024-07-21_06:03:26
